Image index,NumFibers,MMA,Vf,A11,A12,A13,A22,A23,A33,Elongation,Yield strength,surrogate_score
581,20.0,2.874406283,0.440537652,0.9975,1.02e-05,-1.81e-06,0.001035,5.17e-05,0.001453,0.0007575,76.6492022,-2.874405508911438
370,22.0,1.346586579,0.572166435,0.9994,1.06e-06,5.39e-07,0.0004407,-4.48e-05,0.0001767,0.001739161,229.9431506,-1.3465847579840884
345,22.0,1.310385059,0.528157029,0.9994,1.27e-06,1.41e-06,0.0001921,5.01e-05,0.0004145,0.002750188,337.1976784,-1.3103835880188583
77,25.0,0.0,0.574992687,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.010703507,1431.455491,1.843494889652621e-06
306,25.0,1.26296547295822,0.500142901415498,0.9994,-7.474e-07,-1.522e-06,0.0001737,4.445e-05,0.0004272,0.0020167220170007,233.1634595248456,-1.2629642247912358
650,19.0,2.609892755,0.532541772,0.9979,4.28e-06,-8.8e-06,0.0009566,-0.0001119,0.001096,0.001105585,135.5157319,-2.6098912491442112
120,22.0,0.0,0.593994034,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.008634739,1191.879141,1.9946246760678415e-06
213,25.0,0.562476002,0.600000472,0.9999,-2.25e-08,-3e-08,5.79e-05,-7.39e-06,5.63e-05,0.004782378,666.0353859,-0.562473959602306
761,14.0,3.729474243,0.378845662,0.9955,2.95e-05,6.16e-05,0.001718,0.0005268,0.002736,0.000828171,72.19074538,-3.7294739595870348
785,25.0,3.08140025,0.40055763,0.9971,-7.17e-06,5.81e-06,0.001253,0.0005095,0.001614,0.000900148,82.96707219,-3.0813997938979574
282,24.0,1.553168811,0.43218397,0.9991,1.21e-06,6.32e-07,0.0004686,-5.66e-05,0.0003895,0.001707804,171.3278953,-1.5531681033535794
29,26.0,0.0,0.468000082,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.018351147,2010.273237,9.925147174754573e-07
860,20.0,2.839437367,0.460708891,0.9969,-5.64e-05,1.34e-05,0.001467,-0.0003944,0.001618,0.00073689,78.11822621,-2.8394364324767576
117,23.0,0.0,0.62099486,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.004795337,691.0106487,2.2093794019519876e-06
103,24.0,0.0,0.62399276,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.012982616,1880.045578,2.233223605559984e-06
484,20.0,1.486151076,0.500207891,0.9992,-1.53e-06,-2.03e-06,0.0003405,0.0001453,0.0005035,0.003306091,383.6767275,-1.4861498273161122
7,26.0,0.0,0.415996836,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.012018409,1174.869717,5.788998584405602e-07
111,23.0,0.0,0.620995561,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.013409354,1932.986934,2.2093849774504127e-06
689,23.0,3.013273116,0.437666617,0.9969,3.04e-05,-1.86e-05,0.001738,-0.0006561,0.00134,0.000598461,60.02845092,-3.013272364746604
832,22.0,2.775675384,0.462643549,0.9972,1.02e-05,-1.31e-05,0.001782,-0.0003263,0.00101,0.000672412,71.37147964,-2.775674434089193
536,25.0,2.197043947,0.425369009,0.9983,7.92e-06,7.81e-07,0.001231,8.25e-05,0.0005047,0.000758571,74.92882449,-2.1970432935572943
810,23.0,3.7055239169292,0.415100323049303,0.9947,-6.011e-05,-9.616e-06,0.002983,-7.957e-05,0.002312,0.000567698013025,52.6493238400753,-3.705523345159879
502,20.0,1.094127139,0.540119022,0.9995,-5.24e-07,-3.8e-06,0.0001886,3.56e-05,0.000276,0.001767114,220.4654266,-1.0941255728775274
139,25.0,0.453103225,0.400009708,0.9999,2.76e-08,-2.33e-08,4.62e-05,-4.86e-06,2.85e-05,0.011622912,1093.296639,-0.453102773255929
267,25.0,1.101794796,0.400077187,0.9995,-9.13e-07,-7.34e-08,0.000188,-8e-05,0.0002724,0.00700991,658.4122103,-1.1017943437192257
861,16.0,3.841154575,0.385219389,0.9937,2.52e-05,5.9e-05,0.002045,-0.0001356,0.004236,0.000575283,49.75508159,-3.841154240892734
293,25.0,1.21085934712892,0.475124417898393,0.9995,-2.152e-06,1.462e-06,0.000341,-1.387e-05,0.0001922,0.0060779939010112,672.6924981637488,-1.2108582979498321
107,25.0,0.0,0.649990481,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.009283486,1398.619727,2.4399999999920463e-06
598,20.0,2.39189650245909,0.460466850167209,0.9979,-1.578e-05,6.588e-06,0.001304,-2.441e-05,0.0007657,0.0012248235296627,130.51444985878774,-2.391895569860952
460,22.0,1.565608975,0.484198856,0.9992,-6.4e-08,-1.21e-06,0.0003317,9.38e-05,0.0005087,0.001700886,190.8785741,-1.56560785364614
185,25.0,0.494623539,0.52501646,0.9999,7.16e-08,-7.01e-08,5.83e-05,-2.05e-06,2.46e-05,0.005604003,685.494627,-0.4946220929977993
150,25.0,0.660070639,0.425030249,0.9998,2.72e-08,4.75e-08,7.28e-05,8.38e-06,7.89e-05,0.005911282,589.4603024,-0.660069988251668
19,26.0,0.0,0.441995641,1.0,0.0,6.12e-17,0.0,0.0,3.75e-33,0.016794939,1740.911334,7.856848746134119e-07
198,25.0,0.748465521,0.5500538,0.9998,1.19e-07,-1.58e-07,9.65e-05,-4.22e-06,0.0001198,0.002053615,262.5729064,-0.7484638758599251
767,18.0,2.940446724,0.486833385,0.9966,-1.6e-05,-1.54e-05,0.002618,-0.000154,0.0008045,0.000795072,88.29212961,-2.9404455816920567
864,16.0,3.981762824,0.385034611,0.9946,-2.57e-05,1.99e-05,0.002196,-0.000725,0.003193,0.000514904,44.74841734,-3.981762491362391
311,25.0,1.361476555,0.525127061,0.9995,7.38e-08,-2.25e-07,0.0003807,1.34e-05,0.0001637,0.001283461,156.5483743,-1.3614751081181193
805,21.0,4.205548124,0.379324267,0.993,-6.15e-05,7.82e-05,0.003378,-0.000558,0.003605,0.00047395,40.14515066,-4.205547836780385
